raga_id,raga_name,raga_artist,raga_duration,raga_audio_track,raga_effect
Raga Ahir Bhairav_58,Raga Ahir Bhairav - Khyal In Vilambit Teental (Rasiya Mhaara),Gangubai Hangal,0:31:50.133000,https://p.scdn.co/mp3-preview/6f735587ce68afb52e387f13112424d92981cd98?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_59,Raga ahir bhairav : Gat,Arvind Parikh,0:18:28.400000,https://p.scdn.co/mp3-preview/e24896afebc7b118fce06ed45c43e9b8f6e8f5a4?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_60,Raga ahir bhairav : Alap,Arvind Parikh,0:31:57.813000,https://p.scdn.co/mp3-preview/a6aaacac325e125a5bdc961be7ba9a6952645528?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_61,Raga Ahir Bhairav: Pt. 2,Gangubai Hangal,0:15:53.480000,https://p.scdn.co/mp3-preview/7162597fadc15c10d8e32273f5f171549ae9807f?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_62,Raga Ahir Bhairav: Pt. 1,Gangubai Hangal,0:31:48.920000,https://p.scdn.co/mp3-preview/4f2f4ed59610599634bc5989ac77f8b44a792009?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_63,Raga Ahir Bhairav - Gat,Arvind Parikh,0:18:28.400000,https://p.scdn.co/mp3-preview/7e17312d897f7652b51fca00f9d7b038967a7692?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_64,Raga Ahir Bhairav - Alap,Arvind Parikh,0:31:57.813000,https://p.scdn.co/mp3-preview/d89b68ba80a4497cf587b94c35b501ea8641bf1f?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_65,Raga Ahir Bhairav: Alap,Ramesh Khaladkar,0:04:39.954000,https://p.scdn.co/mp3-preview/08da45c084e6b7be4f1d9e8e6e00965977f262ab?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_66,"Raga Ahir Bhairav, Alap",Natraj,0:03:45.680000,https://p.scdn.co/mp3-preview/b7cfe44f8c59c63fe603bc9e1787e2bc21c67863?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_67,Raga Ahir Bhairava - Alap,Catherine Potter,0:07:44.680000,https://p.scdn.co/mp3-preview/661b77ca445a5f12b383d1a4cb9149865398a5bd?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_68,Raga Ahir Bhairav - Jod Jhala,Rakesh Chaurasia,0:03:55.949000,https://p.scdn.co/mp3-preview/20ee937515c46bafd8bd06d448c35d945baceb8a?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_69,Dawn Awakening (Raga Ahir Bhairav),Dr. Madhu Nanduri,0:06:08,https://p.scdn.co/mp3-preview/014ed593d6cab1a9d91b436e1a62d042a282196f?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_70,Raga Ahir Bhairav - Rupak Taal - Ahir Bhairav,Pravin Godkhindi,0:15:16.793000,https://p.scdn.co/mp3-preview/01754379ca4f2dd7547460d5bb39e069bd5363be?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_71,Raga Ahir Bhairav Bhaanu Udaya bhayo,Pandit Ritwik Sanyal,0:11:51.711000,https://p.scdn.co/mp3-preview/835ea24cba9f85fc8cd2fce1c14ce6ccf0d6d33a?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_72,Raga Ahir Bhairav - Raga Ahir Bhairav - Adachontal,Wasif-Ud-Din-Dagar,0:31:12.800000,https://p.scdn.co/mp3-preview/f8f3f6bdf64496e82095c653d10a105e4f35e8c4?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_73,Raga Ahir Bhairava - Gat rupaktal,Catherine Potter,0:11:51.413000,https://p.scdn.co/mp3-preview/e293025ebc8639fa2964ada4339f714f1ecaa903?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_74,Raga Ahir Bhairava - Gat Teentala,Catherine Potter,0:06:39.266000,https://p.scdn.co/mp3-preview/cd9830c61062d0e874d53e1bcd429ca89893bd28?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_75,Wild Herd (On Raga Ahir Bhairav),Susan Ann Jones,0:07:31.500000,https://p.scdn.co/mp3-preview/830c4baffd9e8740394fe842c2978fe924267e39?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_76,Raga Ahir Bhairav - Raga Ahir Bhairav - Ektaal - Teentaal,Shruti Sadolikar,0:15:25.040000,https://p.scdn.co/mp3-preview/6bfa98c3a11e851c3f01c8cd2e0221c222ad7a05?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_77,Raga Ahir Bhairav - Gat Taal Pancham Savari,Rakesh Chaurasia,0:13:19.800000,https://p.scdn.co/mp3-preview/ed97591a758bca0804979e2d99ea67f58c7fd1ba?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_78,Raga Ahir Bhairav (Morning),Joel Veena,0:17:40,https://p.scdn.co/mp3-preview/be079fe3d93c821dd5d645db1100b2a38ff4127a?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_79,Raga Ahir Bhairav - Badar Aye Nabh Chaye,Chaitanya Kunte,0:05:37.658000,https://p.scdn.co/mp3-preview/6cf9386d213ab51ed59a7b8c3247af1fdec9b28f?cid=883d8de3b4fb48e9ab32028467324d90,
